age,policy_number,policy_state,policy_csl,policy_deductable,policy_annual_premium,umbrella_limit,insured_sex,capital-gains,capital-loss,incident_date,accident_type,collision_type,incident_severity,authorities_contacted,state,city,property_damage,bodily_injuries,police_report_available,total_claim_amount,injury_claim,property_claim,vehicle_claim,auto_make,auto_model,auto_year
26,619589,IL,100/300,1000,1383.13,0,FEMALE,46700,0,2015-02-28,Vehicle Theft,?,Trivial Damage,Police,SC,Riverwood,YES,1,?,6890,530,1060,5300,Jeep,Grand Cherokee,1997
45,164988,IL,100/300,2000,1290.74,5000000,FEMALE,58300,0,2015-02-12,Multi-vehicle Collision,Side Collision,Major Damage,Ambulance,VA,Springfield,NO,2,YES,78870,7170,14340,57360,Suburu,Legacy,2013
47,729534,IN,100/300,1000,1216.68,0,FEMALE,55100,0,2015-01-06,Vehicle Theft,?,Trivial Damage,Police,SC,Columbus,NO,1,NO,2700,300,300,2100,Ford,F150,2013
54,505014,IL,100/300,500,1251.16,0,FEMALE,41400,0,2015-02-15,Single Vehicle Collision,Front Collision,Total Loss,Ambulance,WV,Riverwood,?,0,NO,75960,6330,6330,63300,Jeep,Grand Cherokee,2010
48,534982,IL,500/1000,2000,1526.11,5000000,FEMALE,0,0,2015-01-03,Single Vehicle Collision,Front Collision,Minor Damage,Police,SC,Columbus,?,2,YES,90240,15040,15040,60160,Chevrolet,Malibu,1995
53,110408,IN,100/300,1000,1028.44,0,FEMALE,0,0,2015-01-26,Single Vehicle Collision,Front Collision,Major Damage,Ambulance,SC,Springfield,?,0,NO,80960,14720,7360,58880,Accura,MDX,2000
38,283052,IL,100/300,1000,1555.94,0,MALE,23300,0,2015-01-25,Multi-vehicle Collision,Front Collision,Total Loss,Other,VA,Riverwood,NO,1,YES,79080,6590,13180,59310,Mercedes,C300,2012
49,840806,IN,500/1000,2000,1570.77,0,MALE,98800,-65300,2015-01-18,Vehicle Theft,?,Minor Damage,,SC,Columbus,NO,0,NO,6820,1240,620,4960,Mercedes,ML350,2009
42,382394,OH,100/300,2000,1170.53,0,FEMALE,65000,-49200,2015-01-12,Multi-vehicle Collision,Rear Collision,Total Loss,Fire,WV,Northbend,NO,1,YES,62590,5690,11380,45520,Nissan,Pathfinder,2006
46,871432,IL,250/500,2000,1472.43,0,MALE,0,-90600,2015-01-10,Multi-vehicle Collision,Front Collision,Major Damage,Ambulance,WV,Arlington,?,1,YES,63580,5780,11560,46240,Volkswagen,Jetta,2004
55,379882,IL,250/500,500,1275.62,0,FEMALE,0,-56200,2015-01-23,Multi-vehicle Collision,Side Collision,Minor Damage,Police,NY,Riverwood,YES,2,NO,61400,6140,6140,49120,Nissan,Ultima,1995
44,372891,IN,250/500,2000,1009.37,0,FEMALE,45400,-39400,2015-02-17,Single Vehicle Collision,Front Collision,Total Loss,Fire,SC,Riverwood,NO,0,YES,74140,13480,13480,47180,BMW,X5,2015
30,689034,OH,500/1000,500,1093.07,4000000,FEMALE,27700,-72400,2015-01-06,Single Vehicle Collision,Front Collision,Major Damage,Other,VA,Hillsdale,?,2,NO,83160,6930,13860,62370,Volkswagen,Jetta,2011
41,743092,OH,250/500,1000,1325.44,7000000,FEMALE,51400,-6300,2015-02-18,Parked Car,?,Trivial Damage,Police,NC,Arlington,?,0,YES,10790,1660,830,8300,Mercedes,E400,2013
31,599174,IL,100/300,2000,1017.18,0,FEMALE,0,0,2015-02-17,Multi-vehicle Collision,Rear Collision,Major Damage,Police,NC,Arlington,YES,1,NO,48070,8740,8740,30590,Saab,92x,2014
25,421092,OH,100/300,1000,1221.17,0,FEMALE,49300,0,2015-01-24,Multi-vehicle Collision,Rear Collision,Minor Damage,Ambulance,SC,Northbrook,YES,0,YES,51030,5670,11340,34020,Suburu,Impreza,1996
29,811042,IN,250/500,1000,978.27,0,FEMALE,65700,0,2015-02-03,Single Vehicle Collision,Front Collision,Major Damage,Fire,SC,Hillsdale,?,1,NO,76400,15280,7640,53480,Suburu,Forrestor,2003
43,505316,IN,100/300,2000,1221.14,0,MALE,48100,0,2015-01-07,Single Vehicle Collision,Side Collision,Total Loss,Ambulance,VA,Hillsdale,?,0,?,75460,13720,13720,48020,Audi,A5,2002
38,950880,IN,250/500,500,999.52,0,MALE,0,0,2015-01-13,Vehicle Theft,?,Minor Damage,Police,VA,Springfield,?,1,NO,8640,1440,720,6480,Accura,TL,2008
29,788502,OH,250/500,500,1380.89,0,MALE,30000,-53000,2015-02-28,Multi-vehicle Collision,Rear Collision,Minor Damage,Ambulance,SC,Arlington,?,2,?,67210,12220,12220,42770,BMW,X6,1996
37,627486,IN,500/1000,500,1010.77,0,MALE,52300,-55600,2015-01-16,Multi-vehicle Collision,Side Collision,Total Loss,Ambulance,NC,Arlington,?,0,NO,42500,4250,4250,34000,Volkswagen,Jetta,1999
53,498842,OH,100/300,500,1205.86,0,MALE,0,-34600,2015-02-01,Single Vehicle Collision,Rear Collision,Minor Damage,Fire,SC,Arlington,YES,0,NO,86400,14400,7200,64800,Accura,RSX,2001
53,328387,IL,100/300,1000,1496.44,0,FEMALE,0,0,2015-02-16,Parked Car,?,Trivial Damage,Police,NC,Springfield,YES,2,NO,6930,630,1260,5040,Honda,CRV,2013
40,540152,IL,100/300,500,1256.2,0,FEMALE,0,0,2015-01-07,Multi-vehicle Collision,Side Collision,Minor Damage,Other,SC,Northbend,YES,1,YES,41700,8340,8340,25020,Saab,95,2013
35,618682,IN,500/1000,2000,1421.59,0,MALE,0,0,2015-01-31,Vehicle Theft,?,Trivial Damage,Police,WV,Arlington,?,2,YES,4950,900,450,3600,Ford,F150,2011
26,550930,IL,500/1000,500,1500.04,6000000,MALE,0,-36500,2015-02-13,Vehicle Theft,?,Minor Damage,Police,NC,Northbrook,NO,0,YES,5160,860,860,3440,Accura,TL,2004
38,663938,IN,100/300,2000,1231.25,0,FEMALE,46500,0,2015-01-08,Multi-vehicle Collision,Rear Collision,Minor Damage,Ambulance,WV,Arlington,?,1,?,53680,4880,9760,39040,Toyota,Camry,2011
49,756870,IN,500/1000,500,1135.43,0,MALE,22700,0,2015-02-04,Multi-vehicle Collision,Side Collision,Total Loss,Police,WV,Columbus,YES,1,YES,42900,3900,3900,35100,Chevrolet,Malibu,2010
27,919875,IN,100/300,2000,1118.76,0,FEMALE,0,-55800,2015-02-26,Single Vehicle Collision,Front Collision,Total Loss,Fire,NY,Northbrook,?,1,?,61560,6840,6840,47880,Ford,Fusion,2008
39,315631,IN,500/1000,2000,1231.98,0,FEMALE,0,-31700,2015-01-08,Single Vehicle Collision,Rear Collision,Minor Damage,Police,NY,Hillsdale,YES,0,?,44240,5530,5530,33180,Dodge,RAM,1997
33,113464,IN,500/1000,2000,1005.47,0,FEMALE,58100,-49000,2015-02-15,Multi-vehicle Collision,Rear Collision,Minor Damage,Ambulance,VA,Columbus,?,2,YES,57700,11540,5770,40390,Jeep,Grand Cherokee,2002
50,556415,OH,100/300,2000,1108.97,0,FEMALE,68400,-66800,2015-01-14,Single Vehicle Collision,Side Collision,Minor Damage,Other,WV,Springfield,NO,2,YES,108030,16620,16620,74790,Saab,92x,2002
30,250249,IN,100/300,500,1392.39,5000000,FEMALE,0,-65700,2015-01-12,Single Vehicle Collision,Rear Collision,Minor Damage,Fire,SC,Riverwood,NO,2,YES,54300,10860,5430,38010,Toyota,Highlander,2010
42,396002,IN,250/500,1000,1588.22,0,MALE,0,-53800,2015-01-15,Multi-vehicle Collision,Rear Collision,Total Loss,Other,WV,Riverwood,YES,1,NO,84600,16920,8460,59220,Chevrolet,Malibu,2007
35,976908,IL,250/500,500,900.02,6000000,MALE,0,-49900,2015-02-24,Single Vehicle Collision,Front Collision,Total Loss,Other,SC,Springfield,NO,1,YES,69700,6970,6970,55760,BMW,3 Series,2008
33,509489,OH,100/300,1000,1744.64,3000000,MALE,0,0,2015-02-07,Multi-vehicle Collision,Rear Collision,Total Loss,Ambulance,WV,Springfield,NO,0,NO,36400,3640,7280,25480,Volkswagen,Jetta,1998
39,485295,OH,250/500,1000,1260.56,0,FEMALE,0,-54900,2015-02-22,Multi-vehicle Collision,Side Collision,Minor Damage,Police,SC,Northbrook,NO,0,YES,37520,4690,4690,28140,Jeep,Wrangler,2010
33,361829,OH,500/1000,2000,1021.14,0,FEMALE,69500,-47700,2015-01-19,Multi-vehicle Collision,Side Collision,Major Damage,Ambulance,NY,Northbend,NO,2,?,79090,14380,14380,50330,Dodge,RAM,2014
40,439049,IN,100/300,1000,1022.42,0,MALE,50000,-56900,2015-02-17,Single Vehicle Collision,Front Collision,Total Loss,Other,SC,Northbend,YES,0,?,71100,7110,14220,49770,Audi,A3,2008
46,502634,OH,100/300,2000,1558.86,0,MALE,51100,-75100,2015-02-17,Single Vehicle Collision,Front Collision,Minor Damage,Police,NY,Springfield,?,2,NO,69400,13880,6940,48580,BMW,M5,2012
52,794731,IN,250/500,1000,973.5,0,MALE,50400,0,2015-02-02,Multi-vehicle Collision,Rear Collision,Total Loss,Police,WV,Arlington,YES,1,YES,51090,7860,7860,35370,Toyota,Highlander,2003
45,113516,IL,500/1000,500,1192.27,0,MALE,0,-40200,2015-01-04,Single Vehicle Collision,Front Collision,Total Loss,Other,NC,Riverwood,NO,2,YES,67320,12240,12240,42840,Ford,Fusion,2006
31,425631,IL,250/500,500,1163.83,0,MALE,37700,0,2015-02-21,Multi-vehicle Collision,Side Collision,Major Damage,Other,NC,Arlington,YES,2,?,76120,6920,13840,55360,Audi,A5,1999
28,542245,OH,500/1000,1000,1003.15,0,FEMALE,0,-38500,2015-01-23,Multi-vehicle Collision,Front Collision,Minor Damage,Ambulance,SC,Hillsdale,YES,2,NO,85020,13080,13080,58860,Ford,Fusion,2010
41,512894,OH,250/500,2000,1153.54,6000000,MALE,0,-57000,2015-02-12,Multi-vehicle Collision,Rear Collision,Minor Damage,Fire,NY,Northbrook,NO,0,?,68090,12380,12380,43330,Toyota,Corolla,2009
27,633090,IL,100/300,1000,1631.1,0,FEMALE,0,0,2015-01-23,Parked Car,?,Trivial Damage,Police,WV,Arlington,?,1,NO,6030,670,670,4690,Nissan,Pathfinder,2007
35,464234,IL,500/1000,1000,1252.48,0,MALE,0,-55800,2015-02-10,Vehicle Theft,?,Minor Damage,,OH,Springfield,?,1,NO,5100,1020,510,3570,Chevrolet,Malibu,2000
30,290162,IN,100/300,1000,1677.26,0,MALE,40100,0,2015-01-10,Vehicle Theft,?,Trivial Damage,Police,WV,Springfield,YES,1,YES,4590,510,510,3570,Volkswagen,Jetta,2013
64,911429,IN,250/500,500,989.24,0,MALE,0,0,2015-02-21,Single Vehicle Collision,Front Collision,Major Damage,Fire,NY,Northbrook,NO,2,NO,70900,14180,7090,49630,Mercedes,ML350,2002
25,106186,IL,500/1000,1000,1389.86,0,FEMALE,0,0,2015-01-18,Multi-vehicle Collision,Side Collision,Total Loss,Other,WV,Springfield,?,2,YES,65100,6510,6510,52080,Saab,93,2011
40,311783,OH,100/300,500,1233.85,0,FEMALE,0,0,2015-02-28,Multi-vehicle Collision,Side Collision,Total Loss,Ambulance,PA,Hillsdale,?,2,YES,64260,0,14280,49980,Ford,Escape,1999
41,228403,IN,100/300,1000,1435.09,0,FEMALE,36600,0,2015-01-11,Single Vehicle Collision,Rear Collision,Total Loss,Police,SC,Northbrook,NO,2,?,56610,6290,6290,44030,Chevrolet,Tahoe,1995
38,497929,OH,250/500,500,1733.56,0,MALE,0,-43800,2015-01-09,Multi-vehicle Collision,Side Collision,Major Damage,Fire,SC,Hillsdale,NO,2,YES,66780,7420,14840,44520,Mercedes,ML350,1996
36,735844,IN,100/300,500,1533.07,0,MALE,0,-28800,2015-01-20,Single Vehicle Collision,Rear Collision,Major Damage,Police,NC,Springfield,YES,1,YES,58500,0,6500,52000,Ford,Escape,2001
41,710741,IL,100/300,500,1106.77,0,FEMALE,45500,-62500,2015-02-26,Parked Car,?,Trivial Damage,Police,WV,Columbus,?,2,NO,5000,500,500,4000,Dodge,RAM,2003
41,507545,IL,250/500,1000,1298.85,6000000,FEMALE,71300,-70300,2015-01-04,Multi-vehicle Collision,Front Collision,Major Damage,Ambulance,NY,Columbus,?,1,YES,54450,6050,12100,36300,Saab,92x,2007
38,485642,OH,250/500,1000,1276.73,5000000,FEMALE,0,0,2015-02-19,Multi-vehicle Collision,Front Collision,Major Damage,Police,WV,Northbrook,NO,1,?,61920,6880,6880,48160,Saab,93,2003
31,171183,IN,100/300,500,671.92,0,MALE,0,-26400,2015-01-24,Single Vehicle Collision,Front Collision,Minor Damage,Other,NC,Riverwood,?,2,?,64080,7120,7120,49840,Ford,Escape,1997
27,714784,IN,250/500,1000,1008.79,4000000,FEMALE,46000,0,2015-01-13,Vehicle Theft,?,Trivial Damage,Police,WV,Columbus,NO,2,?,4400,0,550,3850,Toyota,Camry,2000
27,143924,OH,100/300,1000,1141.1,0,MALE,0,0,2015-02-28,Multi-vehicle Collision,Side Collision,Minor Damage,Police,SC,Hillsdale,?,0,YES,71640,5970,11940,53730,Toyota,Highlander,2008
44,996850,OH,100/300,1000,1397.0,0,MALE,0,0,2015-01-03,Single Vehicle Collision,Rear Collision,Minor Damage,Other,NY,Arlington,NO,1,NO,61740,6860,6860,48020,Accura,MDX,1997
27,284834,OH,500/1000,1000,1664.66,0,FEMALE,0,-66200,2015-02-05,Single Vehicle Collision,Side Collision,Total Loss,Ambulance,SC,Springfield,?,0,?,57500,5750,5750,46000,Audi,A3,2010
39,830878,IN,250/500,1000,1151.39,4000000,FEMALE,0,-63900,2015-01-01,Parked Car,?,Minor Damage,Police,NY,Springfield,YES,0,?,8700,870,1740,6090,Accura,RSX,2003
46,270208,OH,100/300,2000,1546.01,0,FEMALE,0,0,2015-01-06,Multi-vehicle Collision,Front Collision,Total Loss,Police,VA,Riverwood,NO,2,?,77100,15420,7710,53970,Volkswagen,Jetta,1996
57,407958,IL,250/500,500,1063.67,0,MALE,0,0,2015-02-03,Single Vehicle Collision,Front Collision,Minor Damage,Police,NY,Springfield,NO,2,YES,59400,6600,6600,46200,Dodge,Neon,1995
46,832300,IN,100/300,1000,709.14,0,MALE,0,0,2015-02-12,Multi-vehicle Collision,Rear Collision,Minor Damage,Fire,NY,Northbrook,NO,1,NO,54890,9980,4990,39920,Toyota,Corolla,2006
30,927205,IL,250/500,500,1039.55,0,MALE,55600,-59700,2015-02-16,Multi-vehicle Collision,Front Collision,Minor Damage,Other,WV,Columbus,?,2,?,74030,6730,13460,53840,Chevrolet,Tahoe,2005
42,655356,IL,250/500,500,1339.39,0,FEMALE,0,0,2015-02-25,Single Vehicle Collision,Rear Collision,Total Loss,Other,NY,Columbus,?,1,YES,61490,11180,11180,39130,BMW,X5,1998
27,831053,IN,250/500,1000,1202.75,0,MALE,57900,-90100,2015-01-21,Multi-vehicle Collision,Front Collision,Minor Damage,Police,SC,Northbrook,NO,0,YES,79560,6630,13260,59670,Volkswagen,Passat,2003
33,432740,IL,100/300,2000,1081.17,0,MALE,0,-65200,2015-01-28,Parked Car,?,Minor Damage,Police,NY,Northbend,?,0,NO,4900,490,490,3920,Toyota,Camry,2010
34,893853,IL,250/500,500,991.39,0,MALE,45600,-61400,2015-02-27,Multi-vehicle Collision,Side Collision,Total Loss,Other,WV,Springfield,?,1,NO,77770,14140,14140,49490,Nissan,Pathfinder,2000
26,979544,IL,100/300,500,1354.83,0,MALE,66300,0,2015-01-18,Multi-vehicle Collision,Front Collision,Minor Damage,Police,NY,Arlington,NO,2,?,40600,4060,4060,32480,Volkswagen,Passat,2010
28,191891,OH,100/300,1000,830.31,0,MALE,0,-32600,2015-01-13,Single Vehicle Collision,Rear Collision,Total Loss,Ambulance,SC,Springfield,?,1,?,45270,10060,10060,25150,Jeep,Wrangler,2006
36,831479,IL,100/300,2000,987.42,7000000,FEMALE,0,0,2015-01-31,Multi-vehicle Collision,Front Collision,Minor Damage,Ambulance,NY,Springfield,NO,0,?,47080,4280,8560,34240,Saab,93,2006
27,326289,OH,100/300,500,1048.39,0,FEMALE,0,0,2015-02-13,Single Vehicle Collision,Side Collision,Minor Damage,Police,NY,Riverwood,?,2,YES,34650,6300,3150,25200,Ford,F150,1996
28,944537,OH,500/1000,1000,1074.47,0,MALE,0,0,2015-02-13,Parked Car,?,Trivial Damage,Police,WV,Riverwood,?,2,?,3200,400,400,2400,Jeep,Grand Cherokee,2012
31,856153,OH,500/1000,500,1255.02,0,MALE,58200,0,2015-01-13,Parked Car,?,Minor Damage,,SC,Riverwood,YES,1,NO,6160,560,1120,4480,Nissan,Ultima,1996
60,473338,IN,100/300,1000,1555.52,0,FEMALE,43600,-67800,2015-02-14,Single Vehicle Collision,Front Collision,Major Damage,Ambulance,NC,Northbrook,YES,1,NO,85250,15500,7750,62000,Mercedes,E400,1999
50,521694,IL,100/300,2000,836.11,5000000,MALE,0,0,2015-01-20,Multi-vehicle Collision,Side Collision,Major Damage,Fire,SC,Springfield,YES,1,NO,72840,12140,6070,54630,Dodge,Neon,2010
40,136520,IN,100/300,500,1450.98,0,MALE,43700,0,2015-01-18,Parked Car,?,Trivial Damage,Police,WV,Northbend,?,0,NO,6050,1100,1100,3850,Toyota,Camry,2010
35,469966,IN,500/1000,500,1366.6,0,FEMALE,0,0,2015-01-01,Multi-vehicle Collision,Front Collision,Minor Damage,Fire,NY,Columbus,?,2,NO,88220,16040,16040,56140,Chevrolet,Malibu,2008
37,952300,OH,500/1000,1000,1439.9,6000000,FEMALE,0,-48400,2015-01-29,Multi-vehicle Collision,Rear Collision,Total Loss,Other,SC,Springfield,NO,1,NO,53680,9760,4880,39040,Accura,MDX,2004
45,322609,OH,500/1000,1000,1230.69,0,MALE,0,-54600,2015-01-10,Single Vehicle Collision,Front Collision,Minor Damage,Fire,VA,Springfield,NO,0,NO,53800,5380,5380,43040,Accura,MDX,2006
35,431583,IL,500/1000,2000,1124.69,0,FEMALE,0,0,2015-02-20,Single Vehicle Collision,Side Collision,Major Damage,Police,WV,Arlington,YES,0,YES,54340,9880,4940,39520,Toyota,Camry,2001
28,110143,OH,100/300,2000,1609.11,0,MALE,0,0,2015-01-18,Vehicle Theft,?,Minor Damage,Police,WV,Hillsdale,YES,2,YES,5490,0,1220,4270,Saab,95,1999
45,808544,IL,500/1000,1000,1358.91,0,MALE,0,0,2015-01-09,Vehicle Theft,?,Trivial Damage,Police,WV,Northbend,NO,0,?,7370,670,1340,5360,Suburu,Impreza,1997
48,824728,IL,250/500,500,1161.03,5000000,MALE,45300,0,2015-02-13,Multi-vehicle Collision,Side Collision,Minor Damage,Fire,VA,Northbrook,?,1,?,41520,5190,5190,31140,Nissan,Ultima,2014
38,606037,OH,500/1000,2000,1441.06,0,FEMALE,53800,-78300,2015-01-08,Single Vehicle Collision,Side Collision,Total Loss,Police,NY,Riverwood,?,2,YES,89650,8150,16300,65200,Dodge,RAM,2005
55,636843,OH,100/300,1000,1097.99,0,FEMALE,44400,-71500,2015-02-17,Multi-vehicle Collision,Rear Collision,Total Loss,Police,NY,Hillsdale,NO,0,NO,39690,0,0,39690,Suburu,Legacy,1998
32,111874,IL,500/1000,1000,1464.42,0,FEMALE,79900,0,2015-01-15,Single Vehicle Collision,Rear Collision,Major Damage,Ambulance,SC,Springfield,?,2,NO,62260,5660,5660,50940,Saab,92x,1995
40,463513,IL,250/500,500,1390.89,5000000,MALE,0,-74400,2015-02-28,Single Vehicle Collision,Front Collision,Minor Damage,Other,NY,Riverwood,?,2,?,53460,9720,4860,38880,Volkswagen,Jetta,2009
43,577858,OH,100/300,2000,1148.58,0,FEMALE,0,-71200,2015-02-16,Multi-vehicle Collision,Rear Collision,Total Loss,Fire,SC,Arlington,YES,2,YES,57100,5710,5710,45680,Honda,CRV,2014
36,607351,IN,250/500,500,1616.26,0,MALE,50700,-57600,2015-02-09,Multi-vehicle Collision,Front Collision,Total Loss,Ambulance,NY,Springfield,NO,2,?,77440,14080,7040,56320,Dodge,Neon,2004
40,682754,IL,500/1000,500,1398.94,0,MALE,0,0,2015-01-24,Single Vehicle Collision,Side Collision,Minor Damage,Ambulance,NY,Riverwood,NO,1,NO,68300,6830,13660,47810,Suburu,Forrestor,2003
32,757352,OH,500/1000,1000,1238.92,0,MALE,57800,-53700,2015-02-11,Parked Car,?,Trivial Damage,,NY,Arlington,?,0,?,5060,460,920,3680,Honda,CRV,2012
27,658816,IN,100/300,1000,1537.33,0,FEMALE,0,-74800,2015-02-20,Multi-vehicle Collision,Front Collision,Minor Damage,Police,NY,Springfield,YES,1,NO,77700,7770,15540,54390,Jeep,Wrangler,2008
29,488464,OH,100/300,2000,1007.28,6000000,FEMALE,0,0,2015-02-21,Multi-vehicle Collision,Side Collision,Minor Damage,Police,NY,Riverwood,NO,1,YES,91080,16560,16560,57960,Jeep,Wrangler,1995
20,480094,IN,500/1000,1000,1189.98,4000000,FEMALE,0,-54700,2015-02-01,Single Vehicle Collision,Side Collision,Minor Damage,Other,WV,Columbus,NO,1,YES,48360,4030,8060,36270,Audi,A5,2000
34,263108,OH,250/500,1000,1576.41,0,MALE,0,-55100,2015-02-25,Single Vehicle Collision,Side Collision,Major Damage,Other,WV,Hillsdale,YES,1,YES,95000,9500,9500,76000,Ford,F150,2001
32,298412,OH,100/300,500,1172.82,4000000,MALE,82100,0,2015-02-24,Vehicle Theft,?,Trivial Damage,Police,SC,Arlington,?,1,NO,3900,780,390,2730,Ford,F150,2010
43,674485,OH,500/1000,1000,671.01,7000000,FEMALE,42900,-61500,2015-01-08,Single Vehicle Collision,Rear Collision,Minor Damage,Fire,NC,Springfield,?,2,?,60210,6690,6690,46830,Nissan,Maxima,2013
32,223404,IL,250/500,500,895.14,0,MALE,52600,-30400,2015-01-10,Single Vehicle Collision,Front Collision,Minor Damage,Ambulance,SC,Columbus,?,0,YES,43600,8720,4360,30520,Suburu,Legacy,2010
57,991480,IN,100/300,2000,1373.21,0,MALE,42700,-64900,2015-02-14,Multi-vehicle Collision,Front Collision,Total Loss,Police,SC,Northbrook,NO,0,NO,62800,6280,12560,43960,Jeep,Wrangler,2012
48,804219,OH,250/500,1000,1625.65,0,MALE,0,0,2015-02-26,Single Vehicle Collision,Side Collision,Major Damage,Ambulance,VA,Springfield,YES,1,?,59500,11900,5950,41650,Dodge,Neon,2006
37,483088,OH,250/500,2000,1295.63,4000000,FEMALE,42200,-33800,2015-01-30,Multi-vehicle Collision,Front Collision,Total Loss,Police,WV,Northbend,YES,1,?,53460,5940,5940,41580,Honda,CRV,2009
33,100804,IL,100/300,1000,1459.96,6000000,FEMALE,41300,-42000,2015-01-07,Multi-vehicle Collision,Side Collision,Total Loss,Ambulance,NY,Northbend,NO,0,NO,41690,7580,7580,26530,Saab,95,1999
46,941807,OH,100/300,500,1219.94,7000000,FEMALE,0,-51000,2015-02-27,Single Vehicle Collision,Side Collision,Minor Damage,Ambulance,NY,Arlington,?,0,YES,63100,6310,12620,44170,Accura,TL,2000
40,942106,OH,250/500,2000,1767.02,0,MALE,0,-49300,2015-02-27,Single Vehicle Collision,Rear Collision,Total Loss,Ambulance,SC,Arlington,YES,1,NO,46200,4200,8400,33600,Audi,A5,1997
47,794951,IN,500/1000,500,1285.01,0,MALE,0,-39800,2015-02-02,Single Vehicle Collision,Rear Collision,Major Damage,Ambulance,VA,Hillsdale,NO,2,YES,58500,5850,5850,46800,Toyota,Camry,2010
57,182450,OH,500/1000,2000,1422.95,0,MALE,0,0,2015-01-17,Multi-vehicle Collision,Rear Collision,Major Damage,Other,SC,Columbus,NO,1,NO,66240,11040,11040,44160,Nissan,Maxima,2003
36,730973,IN,100/300,2000,1223.39,0,FEMALE,0,0,2015-01-12,Multi-vehicle Collision,Rear Collision,Total Loss,Ambulance,PA,Hillsdale,?,1,?,65440,8180,8180,49080,Jeep,Wrangler,2014
43,687755,IL,500/1000,2000,1539.06,0,MALE,37800,0,2015-01-20,Single Vehicle Collision,Front Collision,Minor Damage,Fire,SC,Hillsdale,NO,0,?,64200,10700,10700,42800,Ford,F150,2002
25,757644,IN,100/300,2000,988.06,0,FEMALE,0,0,2015-02-05,Multi-vehicle Collision,Rear Collision,Minor Damage,Ambulance,WV,Northbend,YES,1,NO,32320,4040,4040,24240,Dodge,RAM,2000
28,998865,IL,500/1000,1000,1740.57,0,FEMALE,0,-18600,2015-01-20,Single Vehicle Collision,Rear Collision,Major Damage,Police,SC,Northbend,?,0,?,33480,3720,3720,26040,Dodge,Neon,2011
38,944953,OH,250/500,1000,1540.91,7000000,MALE,40900,0,2015-02-24,Vehicle Theft,?,Trivial Damage,,VA,Northbend,NO,1,YES,4320,480,960,2880,Toyota,Corolla,1995
29,386429,IL,250/500,500,1381.88,5000000,MALE,0,-77800,2015-02-21,Vehicle Theft,?,Trivial Damage,Police,SC,Hillsdale,NO,0,?,4200,840,420,2940,Jeep,Wrangler,2008
29,108270,OH,100/300,500,1446.98,0,MALE,0,-45700,2015-02-11,Multi-vehicle Collision,Front Collision,Minor Damage,Ambulance,NY,Arlington,YES,2,NO,57970,10540,5270,42160,Saab,93,2006
31,205134,IN,500/1000,500,1220.86,0,MALE,55400,-40400,2015-01-24,Parked Car,?,Trivial Damage,,NY,Arlington,YES,1,?,4320,0,960,3360,Saab,93,2003
45,749325,IL,500/1000,500,948.1,0,FEMALE,44500,-61400,2015-01-06,Multi-vehicle Collision,Front Collision,Minor Damage,Fire,SC,Columbus,?,0,?,69300,13860,6930,48510,Ford,Escape,2010
30,774303,OH,100/300,500,1471.24,0,FEMALE,57500,-93600,2015-01-15,Multi-vehicle Collision,Side Collision,Minor Damage,Police,NC,Riverwood,NO,2,NO,32480,4060,4060,24360,Dodge,Neon,1997
38,698470,IN,100/300,2000,1157.97,0,MALE,0,-64500,2015-02-22,Single Vehicle Collision,Front Collision,Total Loss,Police,NY,Hillsdale,?,2,YES,60480,6720,6720,47040,Accura,TL,2001
38,719989,IL,250/500,2000,566.11,5000000,MALE,0,0,2015-01-21,Parked Car,?,Trivial Damage,Police,NC,Springfield,YES,0,NO,2640,440,440,1760,Honda,CRV,2015
27,309323,OH,500/1000,500,1060.88,0,MALE,0,-66500,2015-02-03,Parked Car,?,Trivial Damage,Police,SC,Northbend,NO,0,NO,6050,550,1100,4400,Volkswagen,Passat,2009
50,797634,OH,500/1000,500,1216.24,0,MALE,26700,-47200,2015-01-14,Single Vehicle Collision,Rear Collision,Major Damage,Fire,NY,Columbus,NO,2,?,50000,5000,10000,35000,Chevrolet,Silverado,2008
35,284836,IN,250/500,500,1484.72,5000000,FEMALE,0,0,2015-02-02,Parked Car,?,Trivial Damage,,NY,Riverwood,NO,0,NO,3840,640,320,2880,Saab,92x,1998
41,238196,IL,250/500,500,1203.81,0,MALE,52500,-51300,2015-02-06,Multi-vehicle Collision,Rear Collision,Minor Damage,Police,WV,Springfield,?,0,?,95900,13700,20550,61650,Saab,95,1999
47,885789,IN,250/500,1000,1393.34,0,MALE,0,-61400,2015-01-15,Multi-vehicle Collision,Side Collision,Minor Damage,Ambulance,WV,Northbend,YES,1,YES,56160,6240,12480,37440,Audi,A5,2002
42,287436,OH,100/300,1000,1484.48,0,MALE,50700,-36300,2015-02-24,Single Vehicle Collision,Side Collision,Major Damage,Police,SC,Riverwood,NO,2,?,63030,5730,11460,45840,Saab,92x,1996
41,496067,IL,250/500,500,1581.27,5000000,FEMALE,42200,-48000,2015-01-07,Single Vehicle Collision,Front Collision,Minor Damage,Police,NY,Riverwood,YES,2,NO,63470,5770,11540,46160,BMW,X6,1999
35,153027,IN,250/500,500,1667.83,0,MALE,48500,-67400,2015-02-04,Parked Car,?,Minor Damage,Police,WV,Northbrook,YES,1,NO,6600,1200,1200,4200,Jeep,Grand Cherokee,2005
